FTZ3606	SP	S.PAULO	Branco	HYUNDAI/HB20 1.0M COMFOR	2017	2017	AUTOMOVEL
DZH6711	SC	XAXIM	Branco	VW/GOL 1.0	2007	2008	AUTOMOVEL
DGG5710	SP	S.PAULO	Cinza	GM/CARAVAN COMODORO SL/E	1990	1990	AUTOMOVEL
IQW9093	SP	S.PAULO	Branco	FIAT/SIENA EL FLEX	2010	2010	AUTOMOVEL
DCP3230	SP	RIBEIRAO PRETO	Azul	HONDA/CG 125 TITAN KS	2001	2001	MOTOCICLO
EEO2139	SP	S.PAULO	Cinza	VW/GOL 1.6 POWER	2008	2008	AUTOMOVEL
OBF1154	MT	JACIARA	Branco	VOLVO/FH 540 6X4T	2014	2014	CAMINHÃO TRATOR
PXD4257	MG	BELO HORIZONTE	Preta	FIAT/IDEA ESSENCE 1.6	2015	2016	AUTOMOVEL
DXL2562	SP	SOROCABA	Preta	HONDA/CG 125 FAN	2007	2007	MOTOCICLO
EZJ1990	SP	S.CAETANO DO SUL	Prata	FIAT/SIENA EL 1.0 FLEX	2012	2012	AUTOMOVEL
FRX4751	SP	JUNDIAI	Prata	I/CHEV TRACKER LTZ AT	2014	2015	CAMIONETA
EYR5122	SP	S.JOSE DOS CAMPOS	Branco	VW/GOL 1.0	2011	2012	AUTOMOVEL
FFI4677	SP	S.PAULO	Prata	I/FIAT PALIO ATTRACT 1.0	2014	2015	AUTOMOVEL
DKA8592	SP	JUNDIAI	Prata	FIAT/PALIO EX	2003	2003	AUTOMOVEL
CPD6969	SP	S.PAULO	Azul	VW/GOLF 2.0	2000	2000	AUTOMOVEL
EQT5341	SP	ITAQUAQUECETUBA	Prata	FORD/FIESTA SEDAN1.6FLEX	2011	2012	AUTOMOVEL
FTU6600	SP	CARAPICUIBA	Preta	HONDA/CB 300R	2014	2014	MOTOCICLO
IVN3748	SP	GUARULHOS	Branco	VW/NOVO GOL 1.0 CITY	2014	2014	AUTOMOVEL
CGI4784	SP	SOROCABA	Cinza	VW/GOL I	1996	1997	AUTOMOVEL
FPR7892	SP	S.PAULO	Vermelho	HONDA/NXR160 BROS ESDD	2015	2015	MOTOCICLO
BZP4964	SP	RIBEIRAO PRETO	Cinza	FIAT/UNO MILLE IE	1996	1996	AUTOMOVEL
EMI6231	SP	S.PAULO	Verde	HONDA/FIT LX FLEX	2010	2010	AUTOMOVEL
CQK7685	SP	S.PAULO	Preta	FORD/KA	1998	1998	AUTOMOVEL
CNL8212	SP	OSASCO	Laranja	IMP/TGB SUNDOWN PALIO	1997	1998	MOTONETA
FON5388	SP	S.BERNARDO DO CAMPO	Branco	FIAT/PALIO ESSENCE 1.6	2015	2015	AUTOMOVEL
EQL6184	SP	S.PAULO	Cinza	HONDA/FIT EX FLEX	2011	2011	AUTOMOVEL
PQE0105	GO	GOIANIA	Preta	FORD/KA SE 1.5 SD	2015	2015	AUTOMOVEL
FKJ7788	SP	S.PAULO	Prata	HYUNDAI/TUCSON GLSB	2011	2012	CAMIONETA
GAX0955	SP	S.PAULO	Branco	CHEVROLET/ONIX 1.4MT LT	2015	2016	AUTOMOVEL
EFW7444	SP	S.PAULO	Branco	CHEV/SPIN 1.8L MT LT	2013	2013	AUTOMOVEL
EUK3874	SP	S.PAULO	Prata	TOYOTA/COROLLA GLI FLEX	2011	2012	AUTOMOVEL
KLA8061	SP	S.ANDRE	Prata	FIAT/IDEA ELX FLEX	2008	2008	AUTOMOVEL
ENC3937	SP	CAMPINAS	Prata	RENAULT/SANDERO EXP1016V	2010	2011	AUTOMOVEL
EAZ6819	SP	LEME	Preta	HONDA/CIVIC LXS FLEX	2009	2010	AUTOMOVEL
GJB8560	SP	MAUA	Preta	HONDA/CG 160 FAN ESDI	2016	2017	MOTOCICLO
FGR2316	SP	MONTE MOR	Prata	CHEVROLET/CELTA 1.0L LT	2012	2012	AUTOMOVEL
CSS2730	SP	FRANCISCO MORATO	Bege	VW/PASSAT LS	1982	1982	AUTOMOVEL
FNF4970	SP	S.PAULO	Preta	I/FORD EDGE V6 FWD	2011	2012	CAMIONETA
FIM6311	SP	JUNDIAI	Branco	FIAT/DUCATO MAXICARGO	2015	2016	CAMINHONETE
CEZ2668	SP	S.PAULO	Azul	VW/GOL TSI 1.8	1996	1996	AUTOMOVEL
PYT1354	MG	BELO HORIZONTE	Prata	VW/NOVO VOYAGE TL MBV	2016	2017	AUTOMOVEL
EDY1621	SP	GUARUJA	Prata	FIAT/PALIO ELX FLEX	2008	2009	AUTOMOVEL
APP1409	SP	S.PAULO	Prata	I/VW PASSAT 2.0T FSI	2007	2008	AUTOMOVEL
OYU0638	SP	CAMPINAS	Prata	I/VW AMAROK CD 4X4 S	2014	2014	CAMINHONETE
DKL0499	SP	AVARE	Verde	HONDA/CG 125 TITAN KSE	2003	2004	MOTOCICLO
ERW1616	SP	S.PAULO	Cinza	HONDA/FIT LX	2004	2004	AUTOMOVEL
FRM3099	SP	S.PAULO	Branco	TOYOTA ETIOS SD XS	2014	2014	AUTOMOVEL
DLT3942	SP	S.PAULO	Azul	SUNDOWN/WEB 100	2005	2005	MOTONETA
FUW7140	SP	S.PAULO	Vermelho	BMW/F800 GS	2015	2016	MOTOCICLO
EPZ9103	SP	GUARULHOS	Vermelho	FORD/FIESTA 1.6 FLEX	2010	2011	AUTOMOVEL
CIN7213	SP	CAMPINAS	Dourada	FORD/DEL REY GL	1989	1989	AUTOMOVEL
FYE3509	SP	MONGAGUA	Preta	HONDA/CG 160 TITAN EX	2017	2017	MOTOCICLO
GCW5820	SP	NOVA ODESSA	Prata	VW/GOL SPECIAL MB	2016	2016	AUTOMOVEL
CIR0950	SP	S.PAULO	Cinza	FIAT/UNO CS	1986	1986	AUTOMOVEL
BPX9564	SP	ARARAS	Cinza	GM/KADETT SL/E EFI	1993	1993	AUTOMOVEL
FAC3644	SP	S.PAULO	Preta	HONDA/CIVIC LXL	2012	2012	AUTOMOVEL
EKE6109	SP	ASSIS	Vermelho	HONDA/CG 125 FAN ES	2013	2013	MOTOCICLO
EDF9769	SP	CAMPINAS	Prata	I/GM CLASSIC LIFE	2008	2008	AUTOMOVEL
EZK4746	SP	S.PAULO	Preta	I/HYUNDAI SONATA GLS	2012	2012	AUTOMOVEL
GDW6463	SP	MATAO	Preta	R/RANDON RE DL	2017	2017	REBOQUE
FQO7186	SP	S.PAULO	Branco	FORD/FIESTA HA 1.6L SE A	2014	2014	AUTOMOVEL
OLY0937	SP	S.PAULO	Cinza	VW/VOYAGE 1.6	2012	2013	AUTOMOVEL
PUV4941	SP	S.PAULO	Preta	FORD/KA SE 1.0 HA	2014	2014	AUTOMOVEL
BRK2698	SP	FERRAZ DE VASCONCELO	Vermelho	GM/MONZA SL/E	1984	1984	AUTOMOVEL
EAV7954	SP	FRANCA	Prata	MMC/PAJERO TR4 FLEX	2008	2008	UTILITÁRIO
FVU1387	SP	S.PAULO	Branco	CHEVROLET/ONIX 1.0MT LT	2015	2015	AUTOMOVEL
PXG3104	SP	S.JOSE DOS CAMPOS	Branco	HYUNDAI/HB20 1.0M COMFOR	2015	2016	AUTOMOVEL
FMC5675	SP	S.ANDRE	Cinza	HONDA/FIT EX FLEX	2013	2014	AUTOMOVEL
DJV6901	SP	CAIEIRAS	Vermelho	HONDA/CBX 250 TWISTER	2003	2004	MOTOCICLO
BOD7925	SP	OSASCO	Preta	VW/VOYAGE LS	1984	1984	AUTOMOVEL
ERZ2282	SP	S.PAULO	Prata	I/HYUNDAI I30 2.0	2011	2011	AUTOMOVEL
FMA0868	SP	S.PAULO	Preta	I/TOYOTA RAV4 4X2	2010	2011	CAMIONETA
EGT7279	SP	S.PAULO	Preta	FIAT/LINEA 16V DUALOGIC	2009	2009	AUTOMOVEL
FDV7814	SP	GUARULHOS	Preta	FORD/KA FLEX	2012	2012	AUTOMOVEL
OWU5763	SP	S.PAULO	Prata	CHEVROLET/COBALT 1.8 LT	2014	2014	AUTOMOVEL
PUU3986	SP	SUMARE	Prata	VW/VOYAGE TL MA S	2014	2015	AUTOMOVEL
FBD4240	SP	TAUBATE	Prata	I/FORD FIESTA SE HA	2012	2012	AUTOMOVEL
MCU6190	MG	VARGINHA	Branco	VOLVO/FH 460 6X2T	2012	2013	CAMINHÃO TRATOR
ECZ6802	SP	S.PAULO	Vermelho	HONDA/CG 150 FAN ESI	2012	2012	MOTOCICLO
PYG8518	MG	BELO HORIZONTE	Cinza	RENAULT/LOGAN EXPR 16 M	2016	2017	AUTOMOVEL
EYT4609	SP	S.VICENTE	Preta	CHEVROLET/COBALT 1.4 LTZ	2012	2012	AUTOMOVEL
